ENSG,Pathway,pathways_grouped,PathwayGroup,Gene_name
ENSG00000084754,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HADHA
ENSG00000127884,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,ECHS1
ENSG00000104823,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,ECH1
ENSG00000072778,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,ACADVL
ENSG00000087008,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,ACOX3
ENSG00000177646,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,ACAD9
ENSG00000149084,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HSD17B12
ENSG00000072506,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HSD17B10
ENSG00000104325,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,DECR1
ENSG00000115361,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,ACADL
ENSG00000138796,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HADH
ENSG00000167969,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,ECI1
ENSG00000198721,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,ECI2
ENSG00000242612,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,DECR2
ENSG00000205678,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,TECRL
ENSG00000074696,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HACD3
ENSG00000099797,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,TECR
ENSG00000146066,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HIGD2A
ENSG00000165996,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HACD1
ENSG00000188921,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HACD4
ENSG00000206527,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,HACD2
ENSG00000221968,Omega-6 fatty acid metabolism,Omega-6 fatty acid metabolism,Lipid Metabolism,FADS3
ENSG00000004779,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFAB1
ENSG00000010256,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,UQCRC1
ENSG00000023228,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFS1
ENSG00000065518,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB4
ENSG00000090266,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB2
ENSG00000099624,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5F1D
ENSG00000099795,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB7
ENSG00000105379,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ETFB
ENSG00000107902,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,LHPP
ENSG00000109390,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFC1
ENSG00000110717,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFS8
ENSG00000110955,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5F1B
ENSG00000111775,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX6A1
ENSG00000112695,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX7A2
ENSG00000115286,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFS7
ENSG00000116459,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5PB
ENSG00000119013,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB3
ENSG00000119421,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA8
ENSG00000124172,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5F1E
ENSG00000125356,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA1
ENSG00000126267,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX6B1
ENSG00000127184,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX7C
ENSG00000127540,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,UQCR11
ENSG00000128609,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA5
ENSG00000130414,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA10
ENSG00000131055,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX4I2
ENSG00000131143,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX4I1
ENSG00000131174,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX7B
ENSG00000131495,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA2
ENSG00000135390,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5MC2
ENSG00000135940,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX5B
ENSG00000136521,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB5
ENSG00000138777,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,PPA2
ENSG00000139180,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA9
ENSG00000140374,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ETFA
ENSG00000140740,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,UQCRC2
ENSG00000140990,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB10
ENSG00000143252,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,SDHC
ENSG00000143363,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,PRUNE1
ENSG00000145494,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFS6
ENSG00000147123,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB11
ENSG00000147684,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB9
ENSG00000151366,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFC2
ENSG00000152234,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5F1A
ENSG00000154518,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5MC3
ENSG00000154723,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5PF
ENSG00000156411,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5MJ
ENSG00000156467,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,UQCRB
ENSG00000156885,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX6A2
ENSG00000158864,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFS2
ENSG00000159199,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5MC1
ENSG00000160194,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFV3
ENSG00000160471,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX6B2
ENSG00000161281,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX7A1
ENSG00000164258,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFS4
ENSG00000164405,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,UQCRQ
ENSG00000164919,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX6C
ENSG00000165264,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB6
ENSG00000165629,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5F1C
ENSG00000166136,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB8
ENSG00000167283,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5MG
ENSG00000167792,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFV1
ENSG00000167863,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5PD
ENSG00000168653,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFS5
ENSG00000169020,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5ME
ENSG00000169021,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,UQCRFS1
ENSG00000170516,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX7B2
ENSG00000170906,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA3
ENSG00000171503,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ETFDH
ENSG00000173660,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,UQCRH
ENSG00000173915,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5MK
ENSG00000174886,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA11
ENSG00000176340,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX8A
ENSG00000178127,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFV2
ENSG00000178741,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX5A
ENSG00000179091,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,CYC1
ENSG00000180817,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,PPA1
ENSG00000183648,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFB1
ENSG00000184076,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,UQCR10
ENSG00000184752,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA12
ENSG00000184983,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA6
ENSG00000186010,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA13
ENSG00000187581,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,COX8C
ENSG00000189043,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFA4
ENSG00000198695,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ND6
ENSG00000198712,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-CO2
ENSG00000198727,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-CYB
ENSG00000198763,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ND2
ENSG00000198786,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ND5
ENSG00000198804,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-CO1
ENSG00000198840,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ND3
ENSG00000198886,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ND4
ENSG00000198888,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ND1
ENSG00000198899,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ATP6
ENSG00000198938,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-CO3
ENSG00000212907,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ND4L
ENSG00000213619,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,NDUFS3
ENSG00000228253,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,MT-ATP8
ENSG00000241468,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5MF
ENSG00000241837,Oxidative phosphorylation,Oxidative phosphorylation,Energy Metabolism,ATP5PO
ENSG00000105607,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,GCDH
ENSG00000134575,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,ACP2
ENSG00000154269,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,ENPP3
ENSG00000197594,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,ENPP1
ENSG00000068120,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,COASY
ENSG00000112299,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,VNN1
ENSG00000112303,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,VNN2
ENSG00000120137,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,PANK3
ENSG00000125779,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,PANK2
ENSG00000127125,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,PPCS
ENSG00000138621,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,PPCDC
ENSG00000149313,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,AASDHPPT
ENSG00000152782,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,PANK1
ENSG00000157881,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,PANK4
ENSG00000161860,Pantothenate and CoA biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,SYCE2
ENSG00000120697,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,ALG5
ENSG00000117448,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,AKR1A1
ENSG00000140263,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,SORD
ENSG00000198074,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,AKR1B10
ENSG00000115425,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,PECR
ENSG00000116353,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,MECR
ENSG00000085662,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,AKR1B1
ENSG00000053371,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,AKR7A2
ENSG00000171174,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,RBKS
ENSG00000104808,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,DHDH
ENSG00000115652,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,UXS1
ENSG00000093217,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,XYLB
ENSG00000165475,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,CRYL1
ENSG00000169738,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Carbohydrate Metabolism,DCXR
ENSG00000108602,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,ALDH3A1
ENSG00000132746,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,ALDH3B2
ENSG00000184254,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,ALDH1A3
ENSG00000130066,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,SAT1
ENSG00000141504,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,SAT2
ENSG00000006534,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,ALDH3B1
ENSG00000067057,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PFKP
ENSG00000079739,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PGM1
ENSG00000141959,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PFKL
ENSG00000152556,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PFKM
ENSG00000169299,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PGM2
ENSG00000007350,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,TKTL1
ENSG00000023697,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,DERA
ENSG00000049239,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,H6PD
ENSG00000101911,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PRPS2
ENSG00000130313,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PGLS
ENSG00000138030,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,KHK
ENSG00000142657,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PGD
ENSG00000147224,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PRPS1
ENSG00000151005,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,TKTL2
ENSG00000153574,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,RPIA
ENSG00000158019,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,BABAM2
ENSG00000160211,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,G6PD
ENSG00000163931,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,TKT
ENSG00000171174,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,RBKS
ENSG00000177156,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,TALDO1
ENSG00000180953,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,
ENSG00000197417,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,SHPK
ENSG00000197713,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,RPE
ENSG00000229937,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,PRPS1L1
ENSG00000235376,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate Metabolism,RPEL1
ENSG00000125166,Phenylalanine metabolism,Phenylalanine metabolism,Amino Acid Metabolism,GOT2
ENSG00000149124,Phenylalanine metabolism,Phenylalanine metabolism,Amino Acid Metabolism,GLYAT
ENSG00000198650,Phenylalanine metabolism,Phenylalanine metabolism,Amino Acid Metabolism,TAT
ENSG00000117592,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PRDX6
ENSG00000197894,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ADH5
ENSG00000108602,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH3A1
ENSG00000132746,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH3B2
ENSG00000156096,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2B4
ENSG00000184254,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH1A3
ENSG00000241119,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT1A9
ENSG00000070614,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,NDST1
ENSG00000111962,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UST
ENSG00000136720,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,HS6ST1
ENSG00000138653,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,NDST4
ENSG00000147119,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CHST7
ENSG00000153936,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,HS2ST1
ENSG00000164100,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,NDST3
ENSG00000166507,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,NDST2
ENSG00000171004,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,HS6ST2
ENSG00000185352,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,HS6ST3
ENSG00000002726,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,AOC1
ENSG00000069535,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MAOB
ENSG00000072210,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH3A2
ENSG00000111275,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH2
ENSG00000120053,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GOT1
ENSG00000125166,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GOT2
ENSG00000131471,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,AOC3
ENSG00000131480,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,AOC2
ENSG00000137124,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH1B1
ENSG00000143149,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH9A1
ENSG00000164904,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH7A1
ENSG00000189221,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MAOA
ENSG00000006534,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALDH3B1
ENSG00000132437,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,DDC
ENSG00000005381,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MPO
ENSG00000077498,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TYR
ENSG00000101846,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,STS
ENSG00000107165,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TYRP1
ENSG00000109181,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2B10
ENSG00000115705,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TPO
ENSG00000135226,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2B28
ENSG00000147576,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ADHFE1
ENSG00000167165,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT1A6
ENSG00000171234,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2B7
ENSG00000172955,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ADH6
ENSG00000180176,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TH
ENSG00000187758,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ADH1A
ENSG00000196344,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ADH7
ENSG00000196616,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ADH1B
ENSG00000196620,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2B15
ENSG00000197448,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTK1
ENSG00000197888,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2B17
ENSG00000198099,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ADH4
ENSG00000213366,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTM2
ENSG00000213759,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2B11
ENSG00000241635,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT1A1
ENSG00000242515,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT1A10
