Gene,Gene_name,Reliability,Main_location,Additional_location,Extracellular_location,Enhanced,Supported,Approved,Uncertain,SCVintensity,SCVspatial,Cell_cycle_dependency,GO_id,compartment,Multilocalizing,SCV,mitosis,enzyme,Protein,IsCCD,IsNonCCD,IsInterphaseCCD,IsMitoticCCD,IsTranscriptRegCCD,IsNonTranscriptRegCCD,Melting Temperature (deg C),Log2 Length,Disordered Residue Fraction,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ENSG00000117118,SDHB,Supported,Mitochondria,Nucleoplasm;Plasma membrane,,,Mitochondria,,Nucleoplasm;Plasma membrane,,,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,TRUE,SDHB,False,False,False,False,False,False,57.69613164,8.129283017,0.010714286000000002,,,,,,
ENSG00000117133,RPF1,Supported,Nucleoli,,,,Nucleoli,,,Nucleoli,,,Nucleoli (GO:0005730),nuc,FALSE,TRUE,False,FALSE,RPF1,False,True,False,False,False,False,,8.447083226,0.39541547299999996,,,,,,
ENSG00000117139,KDM5B,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,KDM5B,False,False,False,False,False,False,,10.59245704,0.155440415,,,,,,
ENSG00000117143,UAP1,Supported,Cytosol;Nucleoplasm;Plasma membrane,,,,Cytosol,Nucleoplasm;Plasma membrane,,Cytosol;Nucleoplasm;Plasma membrane,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,TRUE,False,TRUE,UAP1,False,True,False,False,False,False,53.13339266,9.027905997000001,0.08620689699999999,,,,,,
ENSG00000117148,ACTL8,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,Cytosol (GO:0005829),cyto,FALSE,TRUE,False,FALSE,ACTL8,False,False,False,False,False,False,54.43986677,8.515699838,0.035519126,,,,,,
ENSG00000117151,CTBS,Uncertain,Cytosol,,,,,,Cytosol,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,CTBS,False,False,False,False,False,False,57.86769179,,,,,,,,
ENSG00000117152,RGS4,Approved,Intermediate filaments,,,,,Intermediate filaments,,,,,Intermediate filaments (GO:0045111),cyto,FALSE,FALSE,False,FALSE,RGS4,False,False,False,False,False,False,,7.679480099999999,0.0,,,,,,
ENSG00000117153,KLHL12,Supported,Centriolar satellite;Vesicles,,,,Vesicles,Centriolar satellite,,,,,Centriolar satellite (GO:0034451);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,FALSE,KLHL12,False,False,False,False,False,False,48.55961066,,,,,,,,
ENSG00000117155,SSX2IP,Approved,Cell Junctions,,,,,Cell Junctions,,,,,Cell Junctions (GO:0030054),cyto,FALSE,FALSE,False,FALSE,SSX2IP,False,False,False,False,False,False,49.55264734,,,,,,,,
ENSG00000117174,ZNHIT6,Approved,Nuclear speckles;Vesicles,,,,,Nuclear speckles;Vesicles,,Nuclear speckles;Vesicles,,,Nuclear speckles (GO:0016607);Vesicles (GO:0043231),cell,TRUE,TRUE,False,FALSE,ZNHIT6,False,True,False,False,False,False,48.44358843,,,,,,,,
ENSG00000117222,RBBP5,Supported,Nucleoli;Nucleoplasm,,,,Nucleoli;Nucleoplasm,,,Nucleoli,,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654),nuc,TRUE,TRUE,False,FALSE,RBBP5,False,True,False,False,False,False,61.66385212,9.071462363,0.36617100399999997,,,,,,
ENSG00000117245,KIF17,Approved,Nucleoplasm,Plasma membrane,,,,Nucleoplasm;Plasma membrane,,,,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,FALSE,KIF17,False,False,False,False,False,False,,10.00702727,0.35762876600000004,,,,,,
ENSG00000117262,GPR89A,Approved,Endoplasmic reticulum,,,,,Endoplasmic reticulum,,,,,Endoplasmic reticulum (GO:0005783),cyto,FALSE,FALSE,False,FALSE,GPR89A,False,False,False,False,False,False,52.02932967,,,,,,,,
ENSG00000117266,CDK18,Approved,Actin filaments,,,,,Actin filaments,,Actin filaments,,,Actin filaments (GO:0015629),cyto,FALSE,TRUE,False,FALSE,CDK18,False,True,False,False,False,False,,8.888743249,0.19620253199999999,,,,,,
ENSG00000117308,GALE,Approved,Cytosol,Nucleoplasm,,,,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,TRUE,GALE,False,False,False,False,False,False,53.17496363,8.442943496,0.00862069,,,,,,
ENSG00000117318,ID3,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,ID3,False,False,False,False,False,False,45.63101946,6.894817763,0.12605042,,,,,,
ENSG00000117335,CD46,Approved,Plasma membrane,,,,,Plasma membrane,,,,,Plasma membrane (GO:0005886),cyto,FALSE,FALSE,False,FALSE,CD46,False,False,False,False,False,False,59.72214363,,,,,,,,
ENSG00000117360,PRPF3,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,PRPF3,False,False,False,False,False,False,50.07462421,9.415741768,0.515373353,,,,,,
ENSG00000117385,P3H1,Approved,Vesicles,Nucleoli,,,,Nucleoli;Vesicles,,,,,Nucleoli (GO:0005730);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,P3H1,False,False,False,False,False,False,,9.523561956,0.137228261,,,,,,
ENSG00000117394,SLC2A1,Enhanced,Plasma membrane,,,Plasma membrane,,,,Plasma membrane,,,Plasma membrane (GO:0005886),cyto,FALSE,TRUE,False,TRUE,SLC2A1,False,True,False,False,False,False,58.62587571,,,,,,,,
ENSG00000117395,EBNA1BP2,Enhanced,Nucleoli;Nucleoli rim,Mitotic chromosome,,Nucleoli;Nucleoli rim,Mitotic chromosome,,,Mitotic chromosome,,,Mitotic chromosome (GO:0005694);Nucleoli (GO:0005730);Nucleoli rim (GO:0005730),nuc,TRUE,FALSE,True,FALSE,EBNA1BP2,True,False,False,True,False,True,53.11266093,,,,,,,,
ENSG00000117399,CDC20,Enhanced,Cytosol;Nucleoplasm,,,Cytosol;Nucleoplasm,,,,,Cytosol;Nucleoplasm,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,CDC20,True,False,True,False,True,False,50.02678,8.962896005,0.250501002,,,,,,
ENSG00000117411,B4GALT2,Supported,Golgi apparatus;Vesicles,,,,Golgi apparatus,Vesicles,,,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,TRUE,B4GALT2,False,False,False,False,False,False,52.20923496,,,,,,,,
ENSG00000117419,ERI3,Approved,Cytosol;Nucleoplasm,,,,,Cytosol;Nucleoplasm,,Cytosol,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,ERI3,True,False,True,False,False,True,53.536858900000006,8.396604781,0.059347181,,,,,,
ENSG00000117448,AKR1A1,Supported,Cytosol,Nucleoplasm,,,Cytosol,Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,TRUE,AKR1A1,False,False,False,False,False,False,51.80389168,,,,,,,,
ENSG00000117450,PRDX1,Approved,Mitochondria,,,,,Mitochondria,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,FALSE,PRDX1,False,False,False,False,False,False,54.67133083,7.636624621,0.070351759,,,,,,
ENSG00000117475,BLZF1,Supported,Golgi apparatus,Nucleoplasm,,,Golgi apparatus;Nucleoplasm,,,,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,BLZF1,False,False,False,False,False,False,49.54823785,,,,,,,,
ENSG00000117479,SLC19A2,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,TRUE,SLC19A2,False,False,False,False,False,False,58.17489842,,,,,,,,
ENSG00000117480,FAAH,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,TRUE,FAAH,False,False,False,False,False,False,53.76281543,,,,,,,,
ENSG00000117505,DR1,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,DR1,False,False,False,False,False,False,56.25392297,,,,,,,,
ENSG00000117519,CNN3,Enhanced,Actin filaments,Cytosol,,Actin filaments;Cytosol,,,,,,,Actin filaments (GO:0015629);Cytosol (GO:0005829),cyto,TRUE,FALSE,False,FALSE,CNN3,False,False,False,False,False,False,48.21010075,8.361943774,0.310030395,,,,,,
ENSG00000117525,F3,Approved,Vesicles,,Predicted to be secreted,,,Vesicles,,Vesicles,,,Vesicles (GO:0043231),cyto,FALSE,TRUE,False,FALSE,F3,False,False,False,False,False,False,64.10580785,,,,,,,,
ENSG00000117528,ABCD3,Enhanced,Peroxisomes,,,Peroxisomes,,,,,,,Peroxisomes (GO:0005777),cyto,FALSE,FALSE,False,FALSE,ABCD3,False,False,False,False,False,False,53.21276332,9.364134655,0.024279211000000002,,,,,,
ENSG00000117533,VAMP4,Approved,Golgi apparatus,,,,,Golgi apparatus,,,,,Golgi apparatus (GO:0005794),cyto,FALSE,FALSE,False,FALSE,VAMP4,False,False,False,False,False,False,62.10927849,7.139551352000001,0.326241135,,,,,,
ENSG00000117543,DPH5,Approved,Golgi apparatus,Nucleoli,,,,Golgi apparatus;Nucleoli,,Nucleoli,,,Golgi apparatus (GO:0005794);Nucleoli (GO:0005730),cell,TRUE,TRUE,False,FALSE,DPH5,False,False,False,False,False,False,55.91858438,8.154818108999999,0.024561404,,,,,,
ENSG00000117569,PTBP2,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,PTBP2,False,False,False,False,False,False,47.39548375,9.052568051,0.12052730699999999,,,,,,
ENSG00000117586,TNFSF4,Approved,Nucleoplasm;Vesicles,,,,,Nucleoplasm;Vesicles,,,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,TNFSF4,False,False,False,False,False,False,64.02285991,,,,,,,,
ENSG00000117592,PRDX6,Supported,Cytosol;Plasma membrane,,,,Cytosol,Plasma membrane,,,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,PRDX6,False,False,False,False,False,False,54.709325199999995,7.807354922000001,0.004464286,,,,,,
ENSG00000117593,DARS2,Supported,Mitochondria,Nucleoplasm,,,Mitochondria,Nucleoplasm,,,,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,DARS2,False,False,False,False,False,False,56.39146451,,,,,,,,
ENSG00000117595,IRF6,Supported,Cytosol,Nucleoplasm,,Cytosol,,Nucleoplasm,,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,IRF6,False,False,False,False,False,False,47.57942241,8.86727874,0.222698073,,,,,,
ENSG00000117602,RCAN3,Approved,Nuclear speckles,Nucleoli fibrillar center,,,,Nuclear speckles;Nucleoli fibrillar center,,,,,Nuclear speckles (GO:0016607);Nucleoli fibrillar center (GO:0001650),nuc,TRUE,FALSE,False,FALSE,RCAN3,False,False,False,False,False,False,47.81770483,7.912889336,0.323651452,,,,,,
ENSG00000117614,SYF2,Supported,Nuclear speckles,,,,Nuclear speckles,,,,,,Nuclear speckles (GO:0016607),nuc,FALSE,FALSE,False,FALSE,SYF2,False,False,False,False,False,False,55.438176600000006,7.924812504,0.21810699600000003,,,,,,
ENSG00000117616,RSRP1,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,RSRP1,False,False,False,False,False,False,,8.17990909,0.8758620690000001,,,,,,
ENSG00000117625,RCOR3,Enhanced,Nucleoplasm,Cytosol,,Cytosol;Nucleoplasm,,,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,RCOR3,False,False,False,False,False,False,47.65949707,8.951284715,0.5555555560000001,,,,,,
ENSG00000117632,STMN1,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,Cytosol (GO:0005829),cyto,FALSE,TRUE,False,FALSE,STMN1,False,False,False,False,False,False,61.71217386,7.21916852,0.919463087,,,,,,
ENSG00000117640,MTFR1L,Approved,Mitochondria,Cell Junctions,,,,Cell Junctions;Mitochondria,,,,,Cell Junctions (GO:0030054);Mitochondria (GO:0005739),cyto,TRUE,FALSE,False,FALSE,MTFR1L,False,False,False,False,False,False,49.68009015,,,,,,,,
ENSG00000117643,MAN1C1,Uncertain,Nucleoplasm;Vesicles,,,,,,Nucleoplasm;Vesicles,,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,FALSE,False,TRUE,MAN1C1,False,False,False,False,False,False,54.34585136,,,,,,,,
ENSG00000117650,NEK2,Supported,Centrosome;Nucleoplasm,,,,Centrosome;Nucleoplasm,,,,,,Centrosome (GO:0005813);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,NEK2,False,False,False,False,False,False,,8.797661526,0.098876404,,,,,,
ENSG00000117676,RPS6KA1,Supported,Cytosol,Nucleoplasm,,,Cytosol;Nucleoplasm,,,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,RPS6KA1,False,False,False,False,False,False,49.56248255,,,,,,,,
ENSG00000117682,DHDDS,Uncertain,Plasma membrane,,,,,,Plasma membrane,,,,Plasma membrane (GO:0005886),cyto,FALSE,FALSE,False,TRUE,DHDDS,False,False,False,False,False,False,52.51577114,8.379378367000001,0.012012011999999999,,,,,,
ENSG00000117697,NSL1,Supported,Nuclear speckles,,,,Nuclear speckles,,,,,,Nuclear speckles (GO:0016607),nuc,FALSE,FALSE,False,FALSE,NSL1,False,False,False,False,False,False,48.86410454,8.13442632,0.202846975,,,,,,
ENSG00000117707,PROX1,Enhanced,Nucleoplasm,Cytosol,,Cytosol;Nucleoplasm,,,,Cytosol,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,PROX1,False,True,False,False,False,False,41.55258641,9.525520809,0.5671641789999999,,,,,,
ENSG00000117713,ARID1A,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,ARID1A,False,False,False,False,False,False,47.08726817,,,,,,,,
ENSG00000117724,CENPF,Supported,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm,,,Nucleoplasm (GO:0005654),nuc,FALSE,TRUE,False,FALSE,CENPF,True,False,True,False,True,False,48.81604413,11.60455323,0.392100193,,,,,,
ENSG00000117748,RPA2,Enhanced,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,,,,,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,RPA2,False,False,False,False,False,False,52.88300689,10.14847658,0.027312775,,,,,,
ENSG00000117751,PPP1R8,Enhanced,Nuclear speckles,Nucleoplasm,,Nuclear speckles;Nucleoplasm,,,,,,,Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,PPP1R8,False,False,False,False,False,False,51.21556363,,,,,,,,
ENSG00000117758,STX12,Enhanced,Golgi apparatus;Nucleoplasm;Vesicles,,,Golgi apparatus;Vesicles,,Nucleoplasm,,Golgi apparatus;Vesicles,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,TRUE,False,FALSE,STX12,False,True,False,False,False,False,52.48704122,8.108524457,0.434782609,,,,,,
ENSG00000117834,SLC5A9,Approved,Actin filaments,Cytosol,,,,Actin filaments;Cytosol,,,,,Actin filaments (GO:0015629);Cytosol (GO:0005829),cyto,TRUE,FALSE,False,TRUE,SLC5A9,False,False,False,False,False,False,59.09441581,,,,,,,,
ENSG00000117859,OSBPL9,Supported,Golgi apparatus,Vesicles,,,Golgi apparatus;Vesicles,,,,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,TRUE,OSBPL9,False,False,False,False,False,False,46.23901064,,,,,,,,
ENSG00000117868,ESYT2,Uncertain,Cytosol,,,,,,Cytosol,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,TRUE,ESYT2,False,False,False,False,False,False,50.35311727,9.847057346,0.349619978,,,,,,
ENSG00000117877,CD3EAP,Enhanced,Nucleoli fibrillar center;Nucleoplasm,Mitochondria,,Nucleoli fibrillar center;Nucleoplasm,,Mitochondria,,,,,Mitochondria (GO:0005739);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,CD3EAP,False,False,False,False,False,False,61.00236851,,,,,,,,
ENSG00000117899,MESD,Supported,Endoplasmic reticulum,Cytosol;Nuclear bodies,,,Cytosol;Endoplasmic reticulum;Nuclear bodies,,,,,,Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nuclear bodies (GO:0016604),cell,TRUE,FALSE,False,FALSE,MESD,False,False,False,False,False,False,,7.87036472,0.482905983,,,,,,
ENSG00000117906,RCN2,Enhanced,Endoplasmic reticulum,,,Endoplasmic reticulum,,,,,,,Endoplasmic reticulum (GO:0005783),cyto,FALSE,FALSE,False,FALSE,RCN2,False,False,False,False,False,False,54.48200319,8.30833903,0.059936909000000003,,,,,,
ENSG00000117983,MUC5B,Supported,Vesicles,,Predicted to be secreted,,Vesicles,,,Vesicles,,,Vesicles (GO:0043231),cyto,FALSE,TRUE,False,FALSE,MUC5B,False,False,False,False,False,False,,12.49235395,0.499826449,,,,,,
ENSG00000118007,STAG1,Enhanced,Nucleoplasm,Nuclear bodies,,Nuclear bodies;Nucleoplasm,,,,Nuclear bodies,,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),nuc,TRUE,TRUE,False,FALSE,STAG1,False,True,False,False,False,False,52.19433285,10.29691621,0.243243243,,,,,,
ENSG00000118046,STK11,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,TRUE,STK11,False,False,False,False,False,False,57.28500676,8.758223215,0.18475750600000002,,,,,,
ENSG00000118058,KMT2A,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,Cytosol,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,TRUE,KMT2A,False,False,False,False,False,False,49.71815311,11.95455985,0.707734946,,,,,,
ENSG00000118096,IFT46,Approved,Actin filaments,,,,,Actin filaments,,,,,Actin filaments (GO:0015629),cyto,FALSE,FALSE,False,FALSE,IFT46,False,False,False,False,False,False,,8.247927512999999,0.388157895,,,,,,
ENSG00000118137,APOA1,Approved,Vesicles,Cytosol,Predicted to be secreted,,,Cytosol;Vesicles,,,,,Cytosol (GO:0005829);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,TRUE,APOA1,False,False,False,False,False,False,57.93002248,8.060695932,0.194756554,,,,,,
ENSG00000118156,ZNF541,Approved,Nucleoplasm,Cytosol,,,,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,ZNF541,False,False,False,False,False,False,51.65336102,,,,,,,,
ENSG00000118162,KPTN,Approved,Plasma membrane,Nucleoplasm;Vesicles,,,,Plasma membrane;Vesicles,Nucleoplasm,,,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,KPTN,False,False,False,False,False,False,51.31119442,8.768184325,0.041284404,,,,,,
ENSG00000118181,RPS25,Supported,Cytosol;Endoplasmic reticulum,Nucleoli,,,Cytosol;Endoplasmic reticulum,,Nucleoli,Nucleoli,,,Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730),cell,TRUE,TRUE,False,TRUE,RPS25,False,False,False,False,False,False,55.60262526,,,,,,,,
ENSG00000118193,KIF14,Supported,Cytosol,Midbody ring,,,Cytosol;Midbody ring,,,Midbody ring,,Midbody ring (biological definition),Cytosol (GO:0005829);Midbody ring (GO:0090543),cyto,TRUE,FALSE,True,FALSE,KIF14,False,False,False,False,False,False,48.83758127,10.68650053,0.285194175,,,,,,
ENSG00000118194,TNNT2,Uncertain,Nucleoli;Nucleoplasm,Focal adhesion sites,,,,,Focal adhesion sites;Nucleoli;Nucleoplasm,Nucleoli;Nucleoplasm,,,Focal adhesion sites (GO:0005925);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,TNNT2,False,True,False,False,False,False,,8.21916852,0.8187919459999999,,,,,,
ENSG00000118197,DDX59,Approved,Actin filaments;Nucleoplasm,,,,,Actin filaments;Nucleoplasm,,,,,Actin filaments (GO:0015629);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,DDX59,False,False,False,False,False,False,49.70618254,9.273795599,0.18578352199999998,,,,,,
ENSG00000118242,MREG,Approved,Vesicles,,,,,Vesicles,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,FALSE,MREG,False,False,False,False,False,False,,7.741466986,0.023364486,,,,,,
ENSG00000118246,FASTKD2,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,Mitochondria (GO:0005739),cyto,FALSE,TRUE,False,FALSE,FASTKD2,False,False,False,False,False,False,50.01758837,,,,,,,,
ENSG00000118257,NRP2,Approved,Plasma membrane;Vesicles,Nucleoplasm,Predicted to be secreted,,,Nucleoplasm;Plasma membrane;Vesicles,,Plasma membrane;Vesicles,,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231),cell,TRUE,TRUE,False,FALSE,NRP2,False,False,False,False,False,False,53.24543483,9.862637357999999,0.099892589,,,,,,
ENSG00000118260,CREB1,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,CREB1,False,False,False,False,False,False,59.7496743,8.353146825,0.648318043,,,,,,
ENSG00000118263,KLF7,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,KLF7,False,False,False,False,False,False,,8.238404739,0.125827815,,,,,,
ENSG00000118271,TTR,Approved,Golgi apparatus,,Predicted to be secreted,,,Golgi apparatus,,,,,Golgi apparatus (GO:0005794),cyto,FALSE,FALSE,False,TRUE,TTR,False,False,False,False,False,False,57.30703983,,,,,,,,
ENSG00000118298,CA14,Approved,Plasma membrane,,,,,Plasma membrane,,,,,Plasma membrane (GO:0005886),cyto,FALSE,FALSE,False,TRUE,CA14,False,False,False,False,False,False,59.49593258,,,,,,,,
ENSG00000118308,LRMP,Uncertain,Vesicles,Cytosol;Nucleoplasm,,,,,Cytosol;Nucleoplasm;Vesicles,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,TRUE,False,FALSE,LRMP,False,False,False,False,False,False,51.34884506,,,,,,,,
ENSG00000118363,SPCS2,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,SPCS2,False,False,False,False,False,False,51.32756482,7.820178962000001,0.0,,,,,,
ENSG00000118369,USP35,Approved,Nucleoli fibrillar center,Nucleoplasm,,,,Nucleoli fibrillar center;Nucleoplasm,,,,,Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,USP35,False,False,False,False,False,False,46.24116657,,,,,,,,
ENSG00000118418,HMGN3,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,Cytosol,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,HMGN3,False,False,False,False,False,False,,6.62935662,1.0,,,,,,
ENSG00000118420,UBE3D,Approved,Rods & Rings,,,,,Rods & Rings,,,,,Rods & Rings (),cyto,FALSE,FALSE,False,FALSE,UBE3D,False,False,False,False,False,False,50.95851835,8.603626345,0.01285347,,,,,,
ENSG00000118432,CNR1,Supported,Plasma membrane,Actin filaments,,,Plasma membrane,,Actin filaments,,,,Actin filaments (GO:0015629);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,CNR1,False,False,False,False,False,False,,8.882643049,0.004237288,,,,,,
ENSG00000118473,SGIP1,Approved,Mitochondria,,,,,Mitochondria,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,FALSE,SGIP1,False,False,False,False,False,False,54.78786915,9.693486957000001,0.626811594,,,,,,
ENSG00000118482,PHF3,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,PHF3,False,False,False,False,False,False,53.12270124,10.99364606,0.691025012,,,,,,
ENSG00000118492,ADGB,Uncertain,Mitochondria,Nucleoplasm,,,,,Mitochondria;Nucleoplasm,Mitochondria,,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,ADGB,False,True,False,False,False,False,,10.70303839,0.28374325100000003,,,,,,
ENSG00000118496,FBXO30,Approved,Microtubules,,,,,Microtubules,,,,,Microtubules (GO:0015630),cyto,FALSE,FALSE,False,FALSE,FBXO30,False,False,False,False,False,False,50.35519398,,,,,,,,
ENSG00000118503,TNFAIP3,Approved,Centrosome;Cytosol,,,,,Centrosome;Cytosol,,,,,Centrosome (GO:0005813);Cytosol (GO:0005829),cyto,TRUE,FALSE,False,FALSE,TNFAIP3,False,False,False,False,False,False,52.45847112,,,,,,,,
ENSG00000118507,AKAP7,Approved,Vesicles,,,,,Vesicles,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,FALSE,AKAP7,False,False,False,False,False,False,54.00884927,,,,,,,,
ENSG00000118508,RAB32,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,RAB32,False,False,False,False,False,False,53.45550802,7.813781191,0.053333333,,,,,,
ENSG00000118513,MYB,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,Cytosol,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,MYB,False,False,False,False,False,False,44.18406546,9.321928095,0.4984375,,,,,,
ENSG00000118515,SGK1,Enhanced,Nuclear speckles,,,Nuclear speckles,,,,,,,Nuclear speckles (GO:0016607),nuc,FALSE,FALSE,False,FALSE,SGK1,False,False,False,False,False,False,,8.751544059,0.11600928099999999,,,,,,
ENSG00000118518,RNF146,Supported,Cytosol;Plasma membrane,Nucleoplasm,,,Cytosol;Plasma membrane,Nucleoplasm,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,TRUE,False,FALSE,RNF146,False,True,False,False,False,False,51.47097247,,,,,,,,
